part_id_std,part_id_raw,Item Description,Supplier Name,Supplier PN,PSW,PSW Type,PSW Sub Type,YPN Status,Handling Manual,FAR Status,PPAP Details,psw_ok,has_handling_manual,far_ok
180GK503980,180GK503980,Lt Single Wire Yaca2 0.5 Br,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE5039W9,180BE5039W9,Lt Single Wire C-Flr2Xa 0.5 V/Br,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.50,FLR2X/T3-A 0.50  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK503916,180GK503916,Lt Single Wire Yaca2 0.5 B/Gy,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,A2 TAD 0.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK503986,180GK503986,Lt Single Wire Yaca2 0.5 Br/G,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE504010,180BE504010,Lt Single Wire C-Flr2Xa 0.75 Gy/R,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.75,FLR2X-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK503918,180GK503918,Lt Single Wire Yaca2 0.5 G/O,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK503989,180GK503989,Lt Single Wire Yaca2 0.5 Br/L,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,A2 TAD 0.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE504015,180BE504015,Lt Single Wire C-Flr2Xa 0.75 Y/Gy,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE504018,180BE504018,Lt Single Wire C-Flr2Xa 0.75 G/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.75,FLR2X-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK503921,180GK503921,Lt Single Wire Yaca2 0.5 Gy/O,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK503996,180GK503996,Lt Single Wire Yaca2 0.5 L/G,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,A2 TAD 0.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE504033,180BE504033,Lt Single Wire C-Flr2Xa 0.75 V/W,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE504034,180BE504034,Lt Single Wire C-Flr2Xa 0.75 B/W,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK5039E1,180GK5039E1,Lt Single Wire Yaca2 0.5 W/O,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK503934,180GK503934,Lt Single Wire Yaca2 0.5 B/W,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE504037,180BE504037,Lt Single Wire C-Flr2Xa 0.75 B/Y,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK5039E3,180GK5039E3,Lt Single Wire Yaca2 0.5 V/O,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK503936,180GK503936,Lt Single Wire Yaca2 0.5 B/G,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE504046,180BE504046,Lt Single Wire C-Flr2Xa 0.75 W/G,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE504050,180BE504050,Lt Single Wire C-Flr2Xa 0.75 R,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK503937,180GK503937,Lt Single Wire Yaca2 0.5 B/Y,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,A2 TAD 0.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE504070,180BE504070,Lt Single Wire C-Flr2Xa 0.75 Y,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.75,FLR2X-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE504085,180BE504085,Lt Single Wire C-Flr2Xa 0.75 Br/R,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.75,FLR2X-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK5039K5,180GK5039K5,Lt Single Wire Yaca2 0.5 Gy/Br,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE504086,180BE504086,Lt Single Wire C-Flr2Xa 0.75 Br/G,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE504089,180BE504089,Lt Single Wire C-Flr2Xa 0.75 Br/L,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.75,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE504090,180BE504090,Lt Single Wire C-Flr2Xa 0.75 L,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE504094,180BE504094,Lt Single Wire C-Flr2Xa 0.75 L/W,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.75,FLR2X-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE504096,180BE504096,Lt Single Wire C-Flr2Xa 0.75 L/G,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Deleted,OK,OK,OK,True,True,True
180BE5040E1,180BE5040E1,Lt Single Wire C-Flr2Xa 0.75 W/O,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5040E3,180BE5040E3,Lt Single Wire C-Flr2Xa 0.75 V/O,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK504011,180GK504011,Lt Single Wire Yaca2 0.75 Gy/L,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.75,A2 TAD 0.75  ,PSW,PPAP LEVEL 2,Deleted,OK,OK,OK,True,True,True
180BE5040G1,180BE5040G1,Lt Single Wire C-Flr2Xa 0.75 Y/V,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5040G4,180BE5040G4,Lt Single Wire C-Flr2Xa 0.75 V/R,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.75,FLR2X-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5040G5,180BE5040G5,Lt Single Wire C-Flr2Xa 0.75 V/Gy,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.75,FLR2X-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5040K2,180BE5040K2,Lt Single Wire C-Flr2Xa 0.75 Gy/V,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK504030,180GK504030,Lt Single Wire Yaca2 0.75 B,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.75,A2 TAD 0.75  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5040K5,180BE5040K5,Lt Single Wire C-Flr2Xa 0.75 Gy/Br,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.75,FLR2X/T3-A 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506015,180BE506015,Lt Single Wire C-Flr2Xa 1 Y/Gy,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK503940,180GK503940,Lt Single Wire Yaca2 0.5 W,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,A2 TAD 0.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506048,180BE506048,Lt Single Wire C-Flr2Xa 1 W/Br,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506049,180BE506049,Lt Single Wire C-Flr2Xa 1 W/L,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK504039,180GK504039,Lt Single Wire Yaca2 0.75 B/L,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.75,A2 TAD 0.75  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506050,180BE506050,Lt Single Wire C-Flr2Xa 1 R,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506064,180BE506064,Lt Single Wire C-Flr2Xa 1 G/W,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK503946,180GK503946,Lt Single Wire Yaca2 0.5 W/G,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE506089,180BE506089,Lt Single Wire C-Flr2Xa 1 Br/L,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Deleted,OK,To Be Requested,OK,True,True,False
180BE506094,180BE506094,Lt Single Wire C-Flr2Xa 1 L/W,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506096,180BE506096,Lt Single Wire C-Flr2Xa 1 L/G,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Deleted,OK,To Be Requested,OK,True,True,False
180BE5060G9,180BE5060G9,Lt Single Wire C-Flr2Xa 1 V/G,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5060K2,180BE5060K2,Lt Single Wire C-Flr2Xa 1 Gy/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5060W9,180BE5060W9,Lt Single Wire C-Flr2Xa 1 V/Br,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 1.00,FLR2X-A 1.00,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506514,180BE506514,Lt Single Wire C-Flr2Xa 1.5 L/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506533,180BE506533,Lt Single Wire C-Flr2Xa 1.5 V/W,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506534,180BE506534,Lt Single Wire C-Flr2Xa 1.5 B/W,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506536,180BE506536,Lt Single Wire C-Flr2Xa 1.5 B/G,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Deleted,OK,OK,OK,True,True,True
180BE506539,180BE506539,Lt Single Wire C-Flr2Xa 1.5 B/L,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK503948,180GK503948,Lt Single Wire Yaca2 0.5 W/Br,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE506586,180BE506586,Lt Single Wire C-Flr2Xa 1.5 Br/G,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK503949,180GK503949,Lt Single Wire Yaca2 0.5 W/L,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE506594,180BE506594,Lt Single Wire C-Flr2Xa 1.5 L/W,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506596,180BE506596,Lt Single Wire C-Flr2Xa 1.5 L/G,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5065F8,180BE5065F8,Lt Single Wire C-Flr2Xa 1.5 B/V,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK503960,180GK503960,Lt Single Wire Yaca2 0.5 G,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE5065G4,180BE5065G4,Lt Single Wire C-Flr2Xa 1.5 V/R,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK504086,180GK504086,Lt Single Wire Yaca2 0.75 Br/G,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.75,A2 TAD 0.75  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5065G9,180BE5065G9,Lt Single Wire C-Flr2Xa 1.5 V/G,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.50,FLR2X/T3-A 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5065X7,180BE5065X7,Lt Single Wire C-Flr2Xa 1.5 L/Gy,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 1.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE506911,180BE506911,Lt Single Wire C-Flr2Xa 0.35 Gy/L,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.35,FLR2XA T3 0.35mm,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
180BE506913,180BE506913,Lt Single Wire C-Flr2Xa 0.35 Y/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.35,FLR2XA T3 0.35mm,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
180BE506918,180BE506918,Lt Single Wire C-Flr2Xa 0.35 G/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.35,FLR2XA T3 0.35mm,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
180BE506921,180BE506921,Lt Single Wire C-Flr2Xa 0.35 Gy/O,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK504096,180GK504096,Lt Single Wire Yaca2 0.75 L/G,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.75,A2 TAD 0.75  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506930,180BE506930,Lt Single Wire C-Flr2Xa 0.35 B,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK503968,180GK503968,Lt Single Wire Yaca2 0.5 G/Br,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE506937,180BE506937,Lt Single Wire C-Flr2Xa 0.35 B/Y,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK5040E3,180GK5040E3,Lt Single Wire Yaca2 0.75 V/O,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.75,A2 TAD 0.75  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506940,180BE506940,Lt Single Wire C-Flr2Xa 0.35 W,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE506949,180BE506949,Lt Single Wire C-Flr2Xa 0.35 W/L,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE506960,180BE506960,Lt Single Wire C-Flr2Xa 0.35 G,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK5040G4,180GK5040G4,Lt Single Wire Yaca2 0.75 V/R,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.75,A2 TAD 0.75  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK5040G5,180GK5040G5,Lt Single Wire Yaca2 0.75 V/Gy,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.75,A2 TAD 0.75  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506966,180BE506966,Lt Single Wire C-Flr2Xa 0.35 G/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.35,FLR2XA T3 0.35mm,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
180BE506970,180BE506970,Lt Single Wire C-Flr2Xa 0.35 Y,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK5040K5,180GK5040K5,Lt Single Wire Yaca2 0.75 Gy/Br,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.75,A2 TAD 0.75  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK503979,180GK503979,Lt Single Wire Yaca2 0.5 Y/L,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE506980,180BE506980,Lt Single Wire C-Flr2Xa 0.35 Br,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.35,FLR2XA T3 0.35mm,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
180GK503984,180GK503984,Lt Single Wire Yaca2 0.5 Br/W,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Deleted,OK,To Be Requested,OK,False,True,False
180BE506987,180BE506987,Lt Single Wire C-Flr2Xa 0.35 Br/Y,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE506989,180BE506989,Lt Single Wire C-Flr2Xa 0.35 Br/L,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK503994,180GK503994,Lt Single Wire Yaca2 0.5 L/W,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK503995,180GK503995,Lt Single Wire Yaca2 0.5 L/R,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,A2 TAD 0.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506996,180BE506996,Lt Single Wire C-Flr2Xa 0.35 L/G,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,FLR2X-A 0.35,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE506998,180BE506998,Lt Single Wire C-Flr2Xa 0.35 L/Br,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK506530,180GK506530,Lt Single Wire Yaca2 1.5 B,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 1.5,A2 TAD 1.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5069E1,180BE5069E1,Lt Single Wire C-Flr2Xa 0.35 W/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 0.35,FLR2XA T3 0.35mm,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
180GK503998,180GK503998,Lt Single Wire Yaca2 0.5 L/Br,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK5039F8,180GK5039F8,Lt Single Wire Yaca2 0.5 B/V,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,A2 TAD 0.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK5039G5,180GK5039G5,Lt Single Wire Yaca2 0.5 V/Gy,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE5069W9,180BE5069W9,Lt Single Wire C-Flr2Xa 0.35 V/Br,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE5069X7,180BE5069X7,Lt Single Wire C-Flr2Xa 0.35 L/Gy,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 0.35,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE507015,180BE507015,Lt Single Wire C-Flr2Xa 2.5 Y/Gy,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 2.50,FLR2X/T3-A 2.50  ,PSW,PPAP LEVEL 2,Deleted,OK,OK,OK,True,True,True
180BE507016,180BE507016,Lt Single Wire C-Flr2Xa 2.5 B/Gy,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 2.50,FLR2X/T3-A 2.50,PSW,PPAP LEVEL 2,Deleted,OK,OK,OK,True,True,True
180GK5039G9,180GK5039G9,Lt Single Wire Yaca2 0.5 V/G,"Coficab Kenitra (Kenitra, Ma)",A2 TAD 0.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180GK5065E1,180GK5065E1,Lt Single Wire Yaca2 1.5 W/O,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 1.5,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180BE507060,180BE507060,Lt Single Wire C-Flr2Xa 2.5 G,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 2.50,FLR2X/T3-A 2.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE507065,180BE507065,Lt Single Wire C-Flr2Xa 2.5 G/R,"Coficab Ploiesti (Ploiesti, Ro)",FLR2X/T3-A 2.50,FLR2X/T3-A 2.50  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE507068,180BE507068,Lt Single Wire C-Flr2Xa 2.5 G/Br,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 2.50,FLR2X/T3-A 2.50  ,PSW,PPAP LEVEL 2,Deleted,OK,OK,OK,True,True,True
180BE507096,180BE507096,Lt Single Wire C-Flr2Xa 2.5 L/G,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 2.50,FLR2X/T3-A 2.50  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5070C1,180BE5070C1,Lt Single Wire C-Flr2Xa 2.5 W/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 2.50,FLR2X/T3-A 2.50  ,PSW,PPAP LEVEL 2,Deleted,OK,OK,OK,True,True,True
180BE5070K2,180BE5070K2,Lt Single Wire C-Flr2Xa 2.5 Gy/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 2.50,FLR2X/T3-A 2.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BE5070X7,180BE5070X7,Lt Single Wire C-Flr2Xa 2.5 L/Gy,"Coficab Maroc (Tanger, Ma)",FLR2X/T3-A 2.50,FLR2X/T3-A 2.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180GK506911,180GK506911,Lt Single Wire Yaca2 0.35 Gy/L,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.35,A2 TAD 0.35  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BG107550,180BG107550,Lt Single Wire A42Xbctc 25 R,"Coficab Eastern Europe Srl (Arad, Ro)",A42X-TCD 25.00,A42X TCD 25.00mm  ,PSW,PPAP LEVEL 3,Common,OK,OK,OK,True,True,True
180GK506913,180GK506913,Lt Single Wire Yaca2 0.35 Y/O,"Coficab Ploiesti (Ploiesti, Ro)",A2 TAD 0.35,A2 TAD 0.35  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180BG107554,180BG107554,Lt Single Wire A42Xbctc 25 R/W,"Coficab Ploiesti (Ploiesti, Ro)",A42X-TCD 25.00,A42X SCD 25.00mm,PSW,PPAP LEVEL 1,Common,OK,OK,OK,True,True,True
