Yazaki PN,BX726_BEV_JOB1+90_YMOK,BX726_BEV_JOB1+90_YRL,BX726_MCA_JOB1+90_YMOK,BX726_MCA_JOB1+90_YRL,BX726_GSR_TT_YMOK,BX726_GSR_TT_YRL,CX482_24MY_YBE,V710_B1_W2_HV_JOB1+90_YBE,V710_JOB1+90_YMO-K,V710_JOB1+90_YOT-G,V710_JOB1+90_YOT-K,V710_JOB1+90_YWTT,V710_B2_J74_JOB1+90_YMOK,V710_B2_J74_JOB1+90_YOT-G,V710_B2_J74_JOB1+90_YOT-K,V710_B2_J74_JOB1+90_YWTT,V710_HV_AWD_TT_YBE,V710_AWD_PP_YMOK,V710_AWD_TT_YOTG,V710_AWD_PP_YOTK,V710_AWD_PP_YWTT,FORD_V769_JOB1+180_HV_YRL,Item Description,Supplier Name,Supplier PN,Original Supplier Name,Original Supplier PN,Customer PN,Document Complete,IsCustomerDrawing,PSW Type,PSW Sub Type,Approved Date,PSW Date OK,PSW,Part Specification,Plant FAR,TDC Remarks,YPN Status,Handling Manual,Customer Engineering Approval,Promised Date,"IMDS STATUS
(Yes, No, N/A)",IMDS REMARKS,FAR Status,FAR Promised date,PPAP Details,BUHIN,R @R OK/NOK,Active Parts,YBE All Projects,YMO-K All Projects,YOT-G All Projects,YOT-K All Projects,YRL All Projects,YWTT All Projects,BX726 BEV,V769,BX726 MCA,BX726 GSR,V710 B1,CX482,V710 B2,V710 ICA AWD BEV,"Not 100% Approved
(Under Deviation)",Parts Under Deviation,part_id_raw,part_id_std,Approved Date_date,Approved Date_year,Approved Date_month,Approved Date_day,Approved Date_qtr,Approved Date_week,PSW Date OK_date,PSW Date OK_year,PSW Date OK_month,PSW Date OK_day,PSW Date OK_qtr,PSW Date OK_week,PSW_date,PSW_year,PSW_month,PSW_day,PSW_qtr,PSW_week,Promised Date_date,Promised Date_year,Promised Date_month,Promised Date_day,Promised Date_qtr,Promised Date_week,FAR Promised date_date,FAR Promised date_year,FAR Promised date_month,FAR Promised date_day,FAR Promised date_qtr,FAR Promised date_week
180GV706775,,,,,,,,,,,X,,,,D,,,,,X,,,Lt Single Wire Hfsk3M 6 Y/R,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 6.00,Malhotra,2TSD 6.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 6.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_401-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,X,,,,,,,X,,,X,,,180GV706775,180GV706775,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706795,,,,,,,,,,,X,,,,D,,,,,X,,,Lt Single Wire Hfsk3M 6 L/R,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 6.00,Malhotra,2TSD 6.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 6.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_401-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,X,,,,,,,X,,,X,,,180GV706795,180GV706795,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706810,,,,,,,,,,,X,,,D,D,D,,,,X,X,,Lt Single Wire Hfsk3M 4 Gy/R,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 4.00,Malhotra,2TSD 4.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 4.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_368-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,X,,X,,,,,X,,,X,,,180GV706810,180GV706810,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706816,,,,,,,,,,,X,,,,D,,,,,X,,,Lt Single Wire Hfsk3M 4 B/Gy,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 4.00,Malhotra,2TSD 4.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 4.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_368-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,,X,,,,,,,X,,,X,,,180GV706816,180GV706816,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706826,,,,,,,,,D,X,X,X,,X,D,X,,,,X,X,,Lt Single Wire Hfsk3M 4 Gy/Y,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 4.00,Malhotra,2TSD 4.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 4.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_368-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706826,180GV706826,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706830,,,,,,,,,,,X,,,,D,,,,,X,,,Lt Single Wire Hfsk3M 4 B,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 4.00,Malhotra,2TSD 4.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 4.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_368-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,X,,,,,,,X,,,X,,,180GV706830,180GV706830,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV604298,,,,,,,,,D,,,X,,,,X,,,,,,,Lt Single Wire Gdak8U 2 L/Br,Malhotra Kablo Sanayi Ve Ticaret A.,3TSD 2.00,Malhotra,3TSD 2.00,,OK,OK,PSW,PPAP LEVEL 3,26/02/2025,Not OK,180GV6042_JP,"Malhotra_2_3_4_Tad, Tsd",YWTT_25-009,PPAP OK / SoC OK / Requested FAR to YWTT / IMDS OK/ FAR OK,Common,OK,,,Yes,,OK,,OK,P,,X,,,,,,X,,,,,X,,X,,,,180GV604298,180GV604298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180GV706836,,,,,,,,,,,X,,,,X,,,,,X,,,Lt Single Wire Hfsk3M 4 B/G,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 4.00,Malhotra,2TSD 4.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 4.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_365-2024,Part added in BoM on 28-04-2025,Added,OK,,,Not Checked,,OK,,OK,P,,X,,,,X,,,,,,,X,,X,X,,,180GV706836,180GV706836,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV6042K2,,,,,,,,,D,,,X,,,,X,,,,,,,Lt Single Wire Gdak8U 2 Gy/V,Malhotra Kablo Sanayi Ve Ticaret A.,3TSD 2.00,Malhotra,3TSD 2.00,,OK,OK,PSW,PPAP LEVEL 3,26/02/2025,Not OK,180GV6042_JP,"Malhotra_2_3_4_Tad, Tsd",YWTT_25-009,PPAP OK / SoC OK / Requested FAR to YWTT / IMDS OK/ FAR OK,Common,OK,,,Yes,,OK,,OK,P,,X,,,,,,X,,,,,X,,X,,,,180GV6042K2,180GV6042K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180GV706839,,,,,,,,,,,X,,,,D,,,,,X,,,Lt Single Wire Hfsk3M 4 B/L,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 4.00,Malhotra,2TSD 4.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 4.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_368-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,X,,,,,,,X,,,X,,,180GV706839,180GV706839,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706845,,,,,,,,,D,X,X,X,D,X,D,X,,,,X,X,,Lt Single Wire Hfsk3M 4 W/R,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 4.00,Malhotra,2TSD 4.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 4.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_368-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706845,180GV706845,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV605970,,,,,,,,,D,,,X,,,,,,,,,,,Lt Single Wire Gdak8U 10 Y,Malhotra Kablo Sanayi Ve Ticaret A.,3TSD 10.0,Malhotra,3TSD 10.0,,OK,OK,PSW,PPAP LEVEL 3,2025-01-31 00:00:00,OK,3TSD 10.00,"Malhotra_2_3_4_Tad, Tsd",,"Part added in BoM on 29-04-2025 / Approved based on Deviation YEMEA-SQ-FORD--25-D001 / PPAP OK / SoC OK / Requested FAR to YWTT (On 17-09-2024, Sengul Kara informed ""Usage Date Will Be Clarified, no usage yet"") / IMDS OK",Added,OK,,,Not Checked,,Requested,No Usage,OK,P,,X,,,,,,X,,,,,X,,,,,,180GV605970,180GV605970,2025-01-31,2025.0,1.0,31.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV605985,,,,,,,,,D,,,X,,,,D,,,,,,,Lt Single Wire Gdak8U 10 Br/R,Malhotra,3TSD 10.00,Malhotra,3TSD 10.00,,OK,OK,PSW,PPAP LEVEL 3,2025-03-31 00:00:00,OK,3TSD 10.00,"Malhotra_2_3_4_Tad, Tsd",,"Approved based on Deviation YEMEA-SQ-FORD--25-D001 / PPAP OK / SoC OK / Requested FAR to YWTT (On 17-09-2024, Sengul Kara informed ""Usage Date Will Be Clarified, no usage yet"") / IMDS OK",Common,OK,,,Yes,,Requested,No Usage,OK,P,,X,,,,,,X,,,,,X,,,,,,180GV605985,180GV605985,2025-03-31,2025.0,3.0,31.0,1.0,14,,,,,,,,,,,,,,,,,,,,,,,,
180GV706875,,,,,,,,,,,X,,,D,D,D,,,,X,X,,Lt Single Wire Hfsk3M 4 Y/R,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 4.00,Malhotra,2TSD 4.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 4.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_368-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,,X,,X,,,,,X,,,X,,,180GV706875,180GV706875,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV605990,,,,,,,,,D,,,D,,,,D,,,,,X,,Lt Single Wire Gdak8U 10 L,Malhotra,3TSD 10.00,Malhotra,3TSD 10.00,,PSW not found.,OK,PSW,PPAP LEVEL 3,2025-03-31 00:00:00,OK,3TSD 10.00,"Malhotra_2_3_4_Tad, Tsd",,"Approved based on Deviation YEMEA-SQ-FORD--25-D001 / PPAP OK / SoC OK / Requested FAR to YWTT (On 17-09-2024, Sengul Kara informed ""Usage Date Will Be Clarified, no usage yet"") / IMDS OK/ on 23/05/2025 YWTT  team confirmed that this part is not used due to supplier capacity issue and they are using Coficab part GH705990 instead. ",Common,OK,,,Yes,,Requested,No Usage,Pending,P,,X,,,,,,X,,,,,,,,X,,,180GV605990,180GV605990,2025-03-31,2025.0,3.0,31.0,1.0,14,,,,,,,,,,,,,,,,,,,,,,,,
180GV706895,,,,,,,,,D,X,X,X,,X,D,X,,,,X,X,,Lt Single Wire Hfsk3M 4 L/R,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 4.00,Malhotra,2TSD 4.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 4.00,"Malhotra_2_3_4_Tad, Tsd",YOTK_368-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706895,180GV706895,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV606011,,,,,,,,,,,,D,,,,D,,,,,X,,Lt Single Wire Gdak8U 1 Gy/L,Malhotra Kablo Sanayi Ve Ticaret A.,3TSD 1.00,Malhotra,3TSD 1.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,3TSD 1.00,"Malhotra_2_3_4_Tad, Tsd",YWTT_24-135,PPAP OK / SoC OK / FAR OK / IMDS OK (Waiting for updated Control Plan from Supplier),Common,OK,,,Yes,,OK,,OK,P,,X,,,,,,X,,,,,,,,X,,,180GV606011,180GV606011,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706910,,,,,,,,,,,,,,,D,,,,,X,,,Lt Single Wire Hfsk3M 0.35 Gy/R,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Deleted,OK,,,Yes,,OK,,OK,P,,X,,,,X,,,,,,,,,,X,,,180GV706910,180GV706910,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706911,,,,,,,,,D,X,X,X,D,X,X,X,,,,X,X,,Lt Single Wire Hfsk3M 0.35 Gy/L,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706911,180GV706911,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706913,,,,,,,,,,,X,,D,D,D,D,,,X,X,X,,Lt Single Wire Hfsk3M 0.35 Y/O,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,,X,,,180GV706913,180GV706913,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706914,,,,,,,,,,,X,,,,D,,,,,X,,,Lt Single Wire Hfsk3M 0.35 L/O,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,,X,,,,,,,X,,,X,,,180GV706914,180GV706914,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706915,,,,,,,,,,,X,,,D,X,,,,,X,,,Lt Single Wire Hfsk3M 0.35 Y/Gy,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,,X,,,,,,,X,,X,X,,,180GV706915,180GV706915,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706916,,,,,,,,,,,X,,,,D,,,,,X,,,Lt Single Wire Hfsk3M 0.35 B/Gy,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,X,,,,,,,X,,,X,,,180GV706916,180GV706916,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706918,,,,,,,,,D,X,X,X,,X,D,X,,,,X,X,,Lt Single Wire Hfsk3M 0.35 G/O,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706918,180GV706918,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706921,,,,,,,,,D,X,X,X,D,X,X,X,,,,X,X,,Lt Single Wire Hfsk3M 0.35 Gy/O,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706921,180GV706921,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706926,,,,,,,,,D,X,X,X,D,X,X,X,,,,X,X,,Lt Single Wire Hfsk3M 0.35 Gy/Y,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706926,180GV706926,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706930,,,,,,,,,,X,,,D,X,D,D,,,X,D,X,,Lt Single Wire Hfsk3M 0.35 B,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,X,,,X,,,,,X,,X,X,,,180GV706930,180GV706930,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706933,,,,,,,,,,,,D,,D,D,D,,,,X,X,,Lt Single Wire Hfsk3M 0.35 V/W,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,,X,,X,,,,,,,,X,,,180GV706933,180GV706933,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706934,,,,,,,,,,,X,,,,X,,,,,X,,,Lt Single Wire Hfsk3M 0.35 B/W,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,Part added in BoM on 28-04-2025,Added,OK,,,Not Checked,,OK,,OK,P,,X,,,,X,,,,,,,X,,X,X,,,180GV706934,180GV706934,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706936,,,,,,,,,,,X,,,,X,,,,,X,,,Lt Single Wire Hfsk3M 0.35 B/G,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,,X,,,,,,,X,,X,X,,,180GV706936,180GV706936,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706939,,,,,,,,,,,X,,,,D,,,,,X,,,Lt Single Wire Hfsk3M 0.35 B/L,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,,X,,,,,,,X,,,X,,,180GV706939,180GV706939,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV606013,,,,,,,,,D,,,X,,D,,D,,,,,X,,Lt Single Wire Gdak8U 1 Y/O,Malhotra Kablo Sanayi Ve Ticaret A.,3TSD 1.00,Malhotra,3TSD 1.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,3TSD 1.00,"Malhotra_2_3_4_Tad, Tsd",YWTT_24-135,PPAP OK / SoC OK / FAR OK / IMDS OK (Waiting for updated Control Plan from Supplier),Common,OK,,,Yes,,OK,,OK,P,,X,,,,,,X,,,,,X,,,X,,,180GV606013,180GV606013,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706941,,,,,,,,,,,X,,D,D,X,D,,,,X,X,,Lt Single Wire Hfsk3M 0.35 Gy,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,,X,,X,,,,,X,,X,X,,,180GV706941,180GV706941,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706946,,,,,,,,,,X,X,,D,X,X,D,,,X,X,X,,Lt Single Wire Hfsk3M 0.35 W/G,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706946,180GV706946,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706948,,,,,,,,,D,X,X,X,,X,D,X,,,,X,X,,Lt Single Wire Hfsk3M 0.35 W/Br,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706948,180GV706948,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706949,,,,,,,,,D,X,X,X,D,X,X,X,,,,X,X,,Lt Single Wire Hfsk3M 0.35 W/L,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706949,180GV706949,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV606014,,,,,,,,,D,X,,X,,X,,X,,,,,X,,Lt Single Wire Gdak8U 1 L/O,Malhotra Kablo Sanayi Ve Ticaret A.,3TSD 1.00,Malhotra,3TSD 1.00,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,3TSD 1.00,"Malhotra_2_3_4_Tad, Tsd",YWTT_24-135,PPAP OK / SoC OK / FAR OK / IMDS OK (Waiting for updated Control Plan from Supplier),Common,OK,,,Yes,,OK,,OK,P,,X,,,X,,,X,,,,,X,,X,X,,,180GV606014,180GV606014,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706960,,,,,,,,,,,X,,D,D,X,D,,,,X,X,,Lt Single Wire Hfsk3M 0.35 G,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,,X,,X,,,,,X,,X,X,,,180GV706960,180GV706960,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706964,,,,,,,,,D,X,X,X,D,X,X,X,,,X,X,X,,Lt Single Wire Hfsk3M 0.35 G/W,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706964,180GV706964,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706966,,,,,,,,,,,X,,D,D,X,D,,,,X,X,,Lt Single Wire Hfsk3M 0.35 G/V,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,,X,,X,,,,,X,,X,X,,,180GV706966,180GV706966,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706968,,,,,,,,,D,X,X,X,D,X,X,X,,,,X,X,,Lt Single Wire Hfsk3M 0.35 G/Br,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706968,180GV706968,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
180GV706969,,,,,,,,,,X,X,,D,X,X,D,,,X,X,X,,Lt Single Wire Hfsk3M 0.35 G/L,Malhotra Kablo Sanayi Ve Ticaret A.,2TSD 0.35,Malhotra,2TSD 0.35,,OK,OK,PSW,PPAP LEVEL 3,2025-01-29 00:00:00,OK,2TSD 0.35,"Malhotra_2_3_4_Tad, Tsd",YOTK_369-2024,,Common,OK,,,Yes,,OK,,OK,P1,,X,,,X,X,,X,,,,,X,,X,X,,,180GV706969,180GV706969,2025-01-29,2025.0,1.0,29.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
